file,line,access,static,async,return_type,method_name
src/CanDoItAll.Modules.Workbench/CanvasAdapters/ProjectStructureGraphAdapter.cs,343,private,yes,no,bool,FrameMatchesSelection
src/CanDoItAll.Modules.Workbench/CanvasAdapters/ProjectStructureGraphAdapter.cs,354,private,yes,no,HashSet<string>,ExpandFrameMembers
src/CanDoItAll.Components.CanvasLib/Components/CanvasWorkbench.razor,335,protected,no,no,override void,OnParametersSet
src/CanDoItAll.Components.CanvasLib/Components/CanvasWorkbench.razor,348,protected,no,no,override async Task,OnAfterRenderAsync
src/CanDoItAll.Components.CanvasLib/Components/CanvasWorkbench.razor,375,public,no,yes,Task,OnSelectionChanged
src/CanDoItAll.Components.CanvasLib/Components/CanvasWorkbench.razor,382,public,no,yes,Task,OnNodesMoved
src/CanDoItAll.Components.CanvasLib/Components/CanvasWorkbench.razor,389,public,no,no,Task,OnContextAction
src/CanDoItAll.Components.CanvasLib/Components/CanvasWorkbench.razor,393,public,no,no,Task,OnCreateAction
src/CanDoItAll.Components.CanvasLib/Components/CanvasWorkbench.razor,402,public,no,no,Task,OnNodeEdited
src/CanDoItAll.Components.CanvasLib/Components/CanvasWorkbench.razor,411,public,no,no,Task,OnNodeOpened
src/CanDoItAll.Components.CanvasLib/Components/CanvasWorkbench.razor,415,public,no,yes,Task,OnStateChanged
src/CanDoItAll.Components.CanvasLib/Components/CanvasWorkbench.razor,427,public,no,no,Task,OnClipboardAction
src/CanDoItAll.Components.CanvasLib/Components/CanvasWorkbench.razor,431,public,no,yes,Task,OnHelpToggled
src/CanDoItAll.Components.CanvasLib/Components/CanvasWorkbench.razor,437,private,no,no,void,ToggleHelp
src/CanDoItAll.Components.CanvasLib/Components/CanvasWorkbench.razor,446,private,no,no,void,ToggleSettings
src/CanDoItAll.Components.CanvasLib/Components/CanvasWorkbench.razor,455,private,no,yes,Task,ToggleMaximizeAsync
src/CanDoItAll.Components.CanvasLib/Components/CanvasWorkbench.razor,470,private,no,yes,Task,FitViewAsync
src/CanDoItAll.Components.CanvasLib/Components/CanvasWorkbench.razor,480,private,no,yes,Task,FocusPrimaryNodeAsync
src/CanDoItAll.Components.CanvasLib/Components/CanvasWorkbench.razor,494,private,no,no,Task,ZoomInAsync
src/CanDoItAll.Components.CanvasLib/Components/CanvasWorkbench.razor,496,private,no,no,Task,ZoomOutAsync
src/CanDoItAll.Components.CanvasLib/Components/CanvasWorkbench.razor,498,private,no,no,Task,IncreaseMenuScaleAsync
src/CanDoItAll.Components.CanvasLib/Components/CanvasWorkbench.razor,500,private,no,no,Task,DecreaseMenuScaleAsync
src/CanDoItAll.Components.CanvasLib/Components/CanvasWorkbench.razor,502,private,no,yes,Task,HandleZoomChangedAsync
src/CanDoItAll.Components.CanvasLib/Components/CanvasWorkbench.razor,512,private,no,yes,Task,SetZoomPercentAsync
src/CanDoItAll.Components.CanvasLib/Components/CanvasWorkbench.razor,521,private,no,yes,Task,HandleMenuScaleChangedAsync
src/CanDoItAll.Components.CanvasLib/Components/CanvasWorkbench.razor,531,private,no,yes,Task,SetMenuScalePercentAsync
src/CanDoItAll.Components.CanvasLib/Components/CanvasWorkbench.razor,540,private,no,yes,Task,OpenQuickCreateMenuAsync
src/CanDoItAll.Components.CanvasLib/Components/CanvasWorkbench.razor,550,private,no,yes,Task,ToggleMinimapAsync
src/CanDoItAll.Components.CanvasLib/Components/CanvasWorkbench.razor,560,private,no,yes,Task,ToggleDiagnosticsAsync
src/CanDoItAll.Components.CanvasLib/Components/CanvasWorkbench.razor,570,private,no,yes,Task,PublishUiStateAsync
src/CanDoItAll.Components.CanvasLib/Components/CanvasWorkbench.razor,585,private,yes,no,int,ClampZoomPercent
src/CanDoItAll.Components.CanvasLib/Components/CanvasWorkbench.razor,588,private,yes,no,int,ClampMenuScalePercent
src/CanDoItAll.Components.CanvasLib/Components/CanvasWorkbench.razor,619,private,no,no,string,SerializeSurfaceData
src/CanDoItAll.Components.CanvasLib/Components/CanvasWorkbench.razor,630,private,no,no,string,ResolveNodeLabel
src/CanDoItAll.Components.CanvasLib/Components/CanvasWorkbench.razor,653,private,no,no,void,MarkSurfaceApplied
src/CanDoItAll.Components.CanvasLib/Components/CanvasWorkbench.razor,656,private,no,no,bool,ShouldAutoFitInitialView
src/CanDoItAll.Components.CanvasLib/Components/CanvasWorkbench.razor,675,public,no,yes,Task,OpenCreateDialogAsync
src/CanDoItAll.Components.CanvasLib/Components/CanvasWorkbench.razor,692,public,no,yes,Task<string?>,CaptureImageAsync
src/CanDoItAll.Components.CanvasLib/Components/CanvasWorkbench.razor,702,public,no,yes,ValueTask,DisposeAsync
src/CanDoItAll.Components.CanvasLib/Components/CanvasFloatingWindow.razor,168,protected,no,no,override void,OnParametersSet
src/CanDoItAll.Components.CanvasLib/Components/CanvasFloatingWindow.razor,176,protected,no,no,override async Task,OnAfterRenderAsync
src/CanDoItAll.Components.CanvasLib/Components/CanvasFloatingWindow.razor,197,public,no,no,Task,OnGeometryChanged
src/CanDoItAll.Components.CanvasLib/Components/CanvasFloatingWindow.razor,213,private,no,no,Task,MinimizeWindowAsync
src/CanDoItAll.Components.CanvasLib/Components/CanvasFloatingWindow.razor,221,private,no,no,Task,RestoreWindowAsync
src/CanDoItAll.Components.CanvasLib/Components/CanvasFloatingWindow.razor,229,private,no,no,Task,NormalizeWindowAsync
src/CanDoItAll.Components.CanvasLib/Components/CanvasFloatingWindow.razor,232,private,no,no,Task,HideWindowAsync
src/CanDoItAll.Components.CanvasLib/Components/CanvasFloatingWindow.razor,242,private,no,no,object,BuildInteropPayload
src/CanDoItAll.Components.CanvasLib/Components/CanvasFloatingWindow.razor,257,private,no,no,Task,PublishStateAsync
src/CanDoItAll.Components.CanvasLib/Components/CanvasFloatingWindow.razor,268,private,yes,no,bool,AreEquivalent
src/CanDoItAll.Components.CanvasLib/Components/CanvasFloatingWindow.razor,276,public,no,yes,ValueTask,DisposeAsync
